detector_0_mean,detector_0_std,detector_0_variance,detector_0_min,detector_0_max,detector_0_range,detector_0_median,detector_0_skewness,detector_0_kurtosis,detector_0_dominant_power,detector_1_mean,detector_1_std,detector_1_variance,detector_1_min,detector_1_max,detector_1_range,detector_1_median,detector_1_skewness,detector_1_kurtosis,detector_1_dominant_power,detector_2_mean,detector_2_std,detector_2_variance,detector_2_min,detector_2_max,detector_2_range,detector_2_median,detector_2_skewness,detector_2_kurtosis,detector_2_dominant_power,detector_3_mean,detector_3_std,detector_3_variance,detector_3_min,detector_3_max,detector_3_range,detector_3_median,detector_3_skewness,detector_3_kurtosis,detector_3_dominant_power,num_people,presence,moving
-40.49833159301067,2.3965284976818855,5.743348840201395,-45.2404640336902,-35.93857996827482,9.30188406541538,-40.07516533400073,-0.29092697226586756,-0.34095848941734674,809.9666318602134,-46.37588819206011,4.1778395063275715,17.45434294063141,-54.180224226626734,-40.077694482938924,14.10252974368781,-46.64506729650551,-0.05040586135408383,-1.1519307815587165,927.517763841202,-43.21221396596968,3.2912785487558525,10.832514485500429,-48.303767022148776,-37.24006255134681,11.063704470801966,-43.57470806457928,0.16784021216146525,-1.0755452696818608,864.2442793193936,-50.67244894064783,3.695724926376043,13.658382731437209,-56.294964873401256,-42.670970259751016,13.62399461365024,-51.05955241682962,0.7362976012024439,-0.281430393168574,1013.4489788129567,0,0,1
-40.78424131504835,3.2845142257045197,10.788033698855362,-47.542992072617146,-34.5822206099733,12.960771462643848,-40.86758106337953,-0.07068070507650151,-0.7889783607649186,815.6848263009667,-46.09179427235562,2.881656167733222,8.30394226903492,-50.500601485501974,-40.911393856809745,9.589207628692229,-46.580657247677365,0.2880897243509123,-1.2375349001339524,921.8358854471123,-41.567455994762845,3.5606252948233874,12.678052490136135,-46.61206145781945,-31.74067406270221,14.871387395117239,-42.013738812472674,0.850604993532761,0.6520824446293365,831.3491198952569,-50.26014466178985,4.073480137100652,16.593240427353546,-59.71525319273526,-40.906654861619415,18.808598331115846,-50.99058435866993,0.2410286497879508,0.47090110832863274,1005.2028932357972,0,0,1
-41.26495249949149,3.3666604403918647,11.334402520899545,-47.209806413417226,-35.34098926260398,11.868817150813243,-40.29473189933012,-0.2901018087720571,-1.0448246795189118,825.2990499898299,-46.4790078917849,4.768724830300821,22.74073650712759,-55.163491817060304,-38.93274878375972,16.230743033300584,-45.33833702566184,-0.3104256871743927,-0.9993071321269902,929.580157835698,-41.914785904865724,3.2238014162672695,10.392895571526852,-47.30774779784957,-36.49552995272049,10.812217845129084,-42.4701802526821,0.10209487401256213,-1.1418903634013067,838.2957180973144,-49.50028450991478,4.105830182265365,16.857841485601234,-58.62789445330389,-40.3643022572892,18.26359219601469,-50.217847331801025,0.3895529698808208,0.4024003903284581,990.0056901982957,0,0,1
-40.661263966229285,1.7511073820910712,3.0663770636138445,-43.982058512334596,-35.78059711826816,8.201461394066435,-40.9110793630837,0.7881320733178978,1.0575627115022028,813.2252793245858,-45.94093459010971,1.972388498392268,3.8903163885901058,-49.46822277459062,-42.144566685931025,7.323656088659597,-46.16973067166285,0.341526468156397,-0.7269894944699673,918.8186918021943,-42.249067524669236,1.2528881924639959,1.569728822815699,-44.45200531215531,-40.153179188689,4.298826123466306,-42.08302937849551,-0.14643073839760462,-0.9944408112340493,844.9813504933848,-51.74919231126207,1.700235825395104,2.8908018619569704,-54.248178683409606,-48.32222869342438,5.925949989985227,-51.83269256516287,0.43869134990688835,-0.7672760005253001,1034.9838462252415,0,0,0
-39.69950744982723,1.8218694132497866,3.3192081589351212,-44.35645219590719,-36.38343737476047,7.9730148211467196,-39.49773493324844,-0.5300334449181061,0.30382918231107636,793.9901489965443,-46.66298215165503,1.735773636840275,3.0129101183497147,-49.836534400363476,-43.57988611428187,6.256648286081607,-46.15027651302678,-0.24253494209585405,-1.0115416183920531,933.2596430331004,-43.37224353686115,1.8832457012598023,3.5466143713135247,-47.087912788770204,-39.89649649160539,7.191416297164814,-43.19938368643215,-0.15783851881589,-0.7605621728219845,867.4448707372228,-50.105089234707734,1.7106372916517159,2.9262799435895177,-52.84890357036971,-46.28865133117783,6.560252239191875,-49.89995058888397,0.1735914807528752,-0.5657794731972348,1002.1017846941548,0,0,0
-39.997016893018454,2.0226787188059987,4.091229199510676,-44.25526190589965,-36.539618775809465,7.715643130090186,-40.117408841804476,-0.23647577305879033,-0.6753124322059598,799.9403378603691,-46.65026909412866,1.9971072278379032,3.988437279482395,-50.19861675376309,-40.48754913812224,9.71106761564085,-46.793198162027025,1.1828422349998302,2.313727955415982,933.0053818825731,-42.48812675736037,2.1734380709656387,4.723833048322836,-46.953917363827514,-38.78550974038552,8.168407623441993,-42.583651580343,-0.02020997173717586,-0.778372714796363,849.7625351472072,-51.03407848359471,2.2281016984201725,4.964437178502858,-56.47768278995059,-47.76043105475978,8.717251735190814,-50.37770534129063,-0.6483129763257724,-0.2243809925729776,1020.6815696718941,0,0,0
-42.4863701080494,3.6219190774966292,13.118297803934032,-51.280140136837645,-36.756617383420476,14.523522753417168,-42.0211483333193,-0.40952944523544466,-0.34052431993340493,849.7274021609878,-45.26817263818012,4.148563983107626,17.210583121937805,-52.50104390198555,-36.09378905403639,16.407254847949154,-45.78850791695618,0.5429661108886551,0.2020161224217154,905.3634527636024,-42.74593913754289,4.596982350516836,21.132246730963296,-51.583437992581125,-35.070234989731915,16.51320300284921,-42.06523317381037,-0.23931688524145694,-0.9020464378664608,854.9187827508578,-53.89287496209143,3.8625757798870897,14.91949165537036,-60.26525602699407,-46.34415824816643,13.921097778827637,-53.05976786822915,-0.14755425152798804,-0.9595939654121697,1077.8574992418287,0,0,1
-40.249467086175194,1.652339430688752,2.730225594208829,-43.14479024986799,-37.23556616363503,5.90922408623296,-40.310496687381466,0.31945169450658156,-0.8722601645946,804.9893417235041,-45.82018862331541,1.6103935612189963,2.5933674220156013,-49.04029315526416,-42.10728838569844,6.93300476956572,-45.61168807658255,0.10164077515164667,0.2334875930653495,916.4037724663082,-42.936771410995746,2.0131585894678885,4.052807506348338,-46.405720001012504,-40.249091027581905,6.1566289734306,-42.629251296628496,-0.2118589509621124,-1.4360149300289384,858.7354282199149,-50.79452040761747,2.3490054069858535,5.517826402048775,-54.76727001876182,-43.359760813480044,11.407509205281777,-50.87736179889234,1.2395086966652993,2.6895581424966943,1015.8904081523494,0,0,0
-39.780455625637856,4.937798574191433,24.381854759286952,-49.84540410094018,-30.0,19.84540410094018,-39.73238718614929,0.14902944255026393,0.023937608380836473,795.6091125127571,-45.55956531662472,2.694992945184334,7.262986974593329,-50.818294193491965,-40.303229539128345,10.51506465436362,-45.59711684892865,0.034356249384545644,-0.8403648153705157,911.1913063324943,-42.38217314170597,3.2771518465831377,10.739724225563268,-47.50006636413594,-35.151468149329986,12.348598214805953,-43.58049589696748,0.6176230806672873,-0.6088144665237709,847.6434628341194,-50.97938900010672,3.2088133953050106,10.296483405888871,-55.98285705292641,-45.99296468646818,9.989892366458236,-51.69274479563752,0.12660418235776902,-1.3904153299500936,1019.5877800021344,0,0,1
-38.534071473768805,3.958978261860458,15.673508877883652,-44.965879721301036,-30.49827140421168,14.467608317089358,-38.945023492553126,0.3330540659470339,-0.7396057809588403,770.6814294753761,-46.76550983383551,4.333101584901962,18.775769345079894,-56.42503092709507,-38.19804730955104,18.22698361754403,-46.46202480104631,-0.26649957251635537,-0.19726639505384913,935.3101966767101,-42.51564117164604,3.486979094519367,12.159023205615105,-48.97377332785939,-34.524477938840846,14.449295389018545,-42.835924742448505,0.4735068202784071,-0.25393806305155797,850.3128234329207,-49.66561241115611,3.317799491331432,11.007793464679107,-56.54498186118815,-43.45226918794841,13.092712673239738,-50.1062658485464,0.12858437430977787,-0.6054244753015925,993.3122482231221,0,0,1
